time,VelocityError,PressureError
0.86,0.027229955659988786,0.019753807766524644
0.87,0.027678594627981404,0.01983610003113995
0.88,0.028130315333223913,0.01991592988409526
0.89,0.028585090611551466,0.01999383306279235
0.9,0.029042892859111262,0.0200699701391524
0.91,0.029503693832163502,0.020144972556690538
0.92,0.029967465095718814,0.02021914628055536
0.93,0.030434177938053295,0.02029323684695323
0.94,0.03090380378606869,0.020367709445091607
0.95,0.031376314176048595,0.02044343034490591
0.96,0.03185168110138661,0.02052102351017648
0.97,0.032329877006329506,0.020601468966473715
0.98,0.032810875045250834,0.02068553575169221
0.99,0.03329464909189366,0.02077429841296378
1.0,0.033781173903252235,0.02086864580510614
1.01,0.03427042515228208,0.020969717106644484
1.02,0.03476237950108574,0.021078485503963414
1.03,0.03525701466004588,0.02119611445826831
1.04,0.03575430937348616,0.021323615461725533
1.05,0.03625424348097713,0.021462126210667655
1.06,0.03675679781578854,0.02161263854224481
1.07,0.0372619542333528,0.0217762022497357
1.08,0.037769695454457464,0.02195372112492891
1.09,0.03828000505926295,0.02214608455606048
1.1,0.03879286735174141,0.022354030772050094
1.11,0.03930826733877937,0.022578210785429122
1.12,0.039826190671316264,0.02281911734466804
1.13,0.04034662358735621,0.023077087849674226
1.14,0.04086955291149626,0.023352297758835575
1.15,0.04139496590940323,0.023644710338321627
1.16,0.04192285030272606,0.023954133020527946
1.17,0.04245319403330929,0.024280121438507874
1.18,0.04298598529510981,0.024622096315133964
1.19,0.04352121227573942,0.024979208549647476
1.2,0.044058863226943454,0.025350511011170498
1.21,0.04459892625232805,0.025734789829648854
1.22,0.04514138940379841,0.02613078279619582
1.23,0.04568624054113001,0.026536979623447712
1.24,0.04623346741558134,0.02695187712746065
1.25,0.04678305760188496,0.027373750320138668
1.26,0.04733499854060246,0.027800934718277014
1.27,0.047889277534856764,0.028231570995727987
1.28,0.04844588174277508,0.02866390684390375
1.29,0.04900479822554646,0.02909601977775547
1.3,0.04956601390533133,0.029526133678795433
1.31,0.050129515660990984,0.029952325863829052
1.32,0.05069529029328392,0.03037285526670859
1.33,0.05126332466978508,0.030785859932065198
1.34,0.05183360572629681,0.031189694033326044
1.35,0.052406120627332506,0.03158262053007921
1.36,0.052980856778843684,0.0319631533566473
1.37,0.05355780193662498,0.03232974807038597
1.38,0.05413694418621842,0.032681144693182916
1.39,0.05471827196393145,0.03301605790293186
1.4,0.055301774003231254,0.033333515973923124
1.41,0.055887439296969495,0.033632551851921065
1.42,0.05647525704208753,0.03391253438971939
1.43,0.057065216581841154,0.03417286213192027
1.44,0.0576573073509969,0.034413283759068714
1.45,0.058251518793764834,0.034633598389629414
